"orderNumber","customerEmail","orderDate","amount","currency","category","productName","status"
"ORD-0076-1","ishaan.iyer.76@gmail.com","2025-11-30","2837","INR","Accessories","Minimal Belt","completed"
"ORD-0076-2","ishaan.iyer.76@gmail.com","2025-11-05","2643","INR","Festive Wear","Mirrorwork Co-ord","completed"
"ORD-0076-3","ishaan.iyer.76@gmail.com","2025-10-14","1905","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0077-1","kabir.saxena.77@gmail.com","2026-05-23","1245","INR","Accessories","Canvas Tote","completed"
"ORD-0077-2","kabir.saxena.77@gmail.com","2026-05-03","1560","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0077-3","kabir.saxena.77@gmail.com","2026-04-14","1069","INR","Accessories","Minimal Belt","completed"
"ORD-0078-1","tara.saxena.78@gmail.com","2026-04-22","5630","INR","Summer Dresses","Floral Wrap Dress","completed"
"ORD-0078-2","tara.saxena.78@gmail.com","2026-04-04","3864","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0078-3","tara.saxena.78@gmail.com","2026-03-09","6099","INR","Festive Wear","Silk Dupatta","completed"
"ORD-0078-4","tara.saxena.78@gmail.com","2026-02-15","5120","INR","Denim","High-Rise Jeans","completed"
"ORD-0078-5","tara.saxena.78@gmail.com","2026-01-25","3287","INR","Festive Wear","Silk Dupatta","completed"
"ORD-0079-1","ishaan.rao.79@gmail.com","2026-03-09","1980","INR","Summer Dresses","Floral Wrap Dress","completed"
"ORD-0080-1","diya.bose.80@gmail.com","2025-12-05","1857","INR","Athleisure","Performance Tee","completed"
"ORD-0080-2","diya.bose.80@gmail.com","2025-11-05","1829","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0080-3","diya.bose.80@gmail.com","2025-10-14","1681","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0081-1","ishaan.khanna.81@gmail.com","2026-05-27","1312","INR","Summer Dresses","Floral Wrap Dress","completed"
"ORD-0081-2","ishaan.khanna.81@gmail.com","2026-05-03","1759","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0081-3","ishaan.khanna.81@gmail.com","2026-04-14","1069","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0082-1","riya.menon.82@gmail.com","2026-04-23","3633","INR","Denim","High-Rise Jeans","completed"
"ORD-0082-2","riya.menon.82@gmail.com","2026-04-04","2100","INR","Denim","Straight Fit Jeans","completed"
"ORD-0083-1","tara.mehta.83@gmail.com","2026-03-06","1849","INR","Footwear","Kolhapuri Flats","completed"
"ORD-0084-1","arjun.sharma.84@gmail.com","2025-12-05","1765","INR","Footwear","Kolhapuri Flats","completed"
"ORD-0084-2","arjun.sharma.84@gmail.com","2025-11-06","843","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0084-3","arjun.sharma.84@gmail.com","2025-10-18","1541","INR","Festive Wear","Mirrorwork Co-ord","completed"
"ORD-0084-4","arjun.sharma.84@gmail.com","2025-09-25","1612","INR","Footwear","Kolhapuri Flats","completed"
"ORD-0085-1","arjun.mehta.85@gmail.com","2026-05-22","5666","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0085-2","arjun.mehta.85@gmail.com","2026-05-09","6530","INR","Denim","High-Rise Jeans","completed"
"ORD-0085-3","arjun.mehta.85@gmail.com","2026-04-11","4820","INR","Denim","Denim Jacket","completed"
"ORD-0085-4","arjun.mehta.85@gmail.com","2026-03-20","5889","INR","Athleisure","Performance Tee","completed"
"ORD-0085-5","arjun.mehta.85@gmail.com","2026-02-26","5036","INR","Denim","Straight Fit Jeans","completed"
"ORD-0086-1","arjun.khanna.86@gmail.com","2026-04-29","1196","INR","Footwear","Block Heel Sandals","completed"
"ORD-0087-1","tara.nair.87@gmail.com","2026-03-08","980","INR","Festive Wear","Mirrorwork Co-ord","completed"
"ORD-0087-2","tara.nair.87@gmail.com","2026-02-13","1103","INR","Accessories","Minimal Belt","completed"
"ORD-0088-1","meera.saxena.88@gmail.com","2025-12-04","3586","INR","Summer Dresses","Cotton Sundress","completed"
"ORD-0089-1","dev.menon.89@gmail.com","2026-05-22","1613","INR","Denim","Denim Jacket","completed"
"ORD-0089-2","dev.menon.89@gmail.com","2026-04-29","1335","INR","Footwear","White Sneakers","completed"
"ORD-0090-1","kabir.menon.90@gmail.com","2026-04-27","1762","INR","Denim","Straight Fit Jeans","completed"
"ORD-0090-2","kabir.menon.90@gmail.com","2026-04-03","1733","INR","Denim","Straight Fit Jeans","completed"
"ORD-0090-3","kabir.menon.90@gmail.com","2026-03-07","1068","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0091-1","diya.iyer.91@gmail.com","2026-03-04","3610","INR","Accessories","Canvas Tote","completed"
"ORD-0091-2","diya.iyer.91@gmail.com","2026-02-07","1973","INR","Accessories","Minimal Belt","completed"
"ORD-0091-3","diya.iyer.91@gmail.com","2026-01-22","1985","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0091-4","diya.iyer.91@gmail.com","2026-01-03","2884","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0092-1","arjun.sharma.92@gmail.com","2025-11-27","3027","INR","Accessories","Canvas Tote","completed"
"ORD-0092-2","arjun.sharma.92@gmail.com","2025-11-05","3549","INR","Accessories","Minimal Belt","completed"
"ORD-0092-3","arjun.sharma.92@gmail.com","2025-10-15","6507","INR","Denim","Straight Fit Jeans","completed"
"ORD-0092-4","arjun.sharma.92@gmail.com","2025-10-01","6497","INR","Accessories","Minimal Belt","completed"
"ORD-0092-5","arjun.sharma.92@gmail.com","2025-09-03","5907","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0093-1","tara.rao.93@gmail.com","2026-05-20","1313","INR","Summer Dresses","Floral Wrap Dress","completed"
"ORD-0093-2","tara.rao.93@gmail.com","2026-04-29","966","INR","Summer Dresses","Cotton Sundress","completed"
"ORD-0093-3","tara.rao.93@gmail.com","2026-04-17","1019","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0094-1","ishaan.kapoor.94@gmail.com","2026-04-22","2592","INR","Footwear","Block Heel Sandals","completed"
"ORD-0095-1","nisha.iyer.95@gmail.com","2026-03-04","1380","INR","Denim","Straight Fit Jeans","completed"
"ORD-0095-2","nisha.iyer.95@gmail.com","2026-02-08","847","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0096-1","vivaan.mehta.96@gmail.com","2025-12-02","921","INR","Footwear","Kolhapuri Flats","completed"
"ORD-0096-2","vivaan.mehta.96@gmail.com","2025-11-12","1199","INR","Footwear","White Sneakers","completed"
"ORD-0096-3","vivaan.mehta.96@gmail.com","2025-10-14","1640","INR","Footwear","Block Heel Sandals","completed"
"ORD-0097-1","ishaan.rao.97@gmail.com","2026-05-19","3402","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0097-2","ishaan.rao.97@gmail.com","2026-05-04","2847","INR","Athleisure","Ribbed Joggers","completed"
"ORD-0097-3","ishaan.rao.97@gmail.com","2026-04-17","1738","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0097-4","ishaan.rao.97@gmail.com","2026-03-21","3674","INR","Athleisure","Ribbed Joggers","completed"
"ORD-0098-1","tara.bose.98@gmail.com","2026-04-25","1329","INR","Athleisure","Ribbed Joggers","completed"
"ORD-0098-2","tara.bose.98@gmail.com","2026-04-08","960","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0099-1","riya.khanna.99@gmail.com","2026-03-05","6015","INR","Festive Wear","Silk Dupatta","completed"
"ORD-0099-2","riya.khanna.99@gmail.com","2026-02-12","3726","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0099-3","riya.khanna.99@gmail.com","2026-01-19","3719","INR","Festive Wear","Mirrorwork Co-ord","completed"
"ORD-0099-4","riya.khanna.99@gmail.com","2025-12-31","3748","INR","Festive Wear","Mirrorwork Co-ord","completed"
"ORD-0099-5","riya.khanna.99@gmail.com","2025-12-11","4746","INR","Festive Wear","Mirrorwork Co-ord","completed"
"ORD-0100-1","arjun.kapoor.100@gmail.com","2025-12-03","3564","INR","Denim","Denim Jacket","completed"
"ORD-0100-2","arjun.kapoor.100@gmail.com","2025-11-04","2728","INR","Denim","Denim Jacket","completed"
"ORD-0101-1","arjun.saxena.101@gmail.com","2026-05-22","1152","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0102-1","arjun.bose.102@gmail.com","2026-04-22","1728","INR","Accessories","Minimal Belt","completed"
"ORD-0102-2","arjun.bose.102@gmail.com","2026-04-06","1324","INR","Accessories","Minimal Belt","completed"
"ORD-0102-3","arjun.bose.102@gmail.com","2026-03-15","932","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0102-4","arjun.bose.102@gmail.com","2026-02-14","851","INR","Footwear","White Sneakers","completed"
"ORD-0103-1","arjun.menon.103@gmail.com","2026-02-28","2800","INR","Footwear","Block Heel Sandals","completed"
"ORD-0103-2","arjun.menon.103@gmail.com","2026-02-17","3216","INR","Denim","Straight Fit Jeans","completed"
"ORD-0103-3","arjun.menon.103@gmail.com","2026-01-16","2532","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0104-1","ishaan.iyer.104@gmail.com","2025-12-02","1440","INR","Footwear","Block Heel Sandals","completed"
"ORD-0105-1","vivaan.khanna.105@gmail.com","2026-05-26","1626","INR","Summer Dresses","Floral Wrap Dress","completed"
"ORD-0105-2","vivaan.khanna.105@gmail.com","2026-04-28","1492","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0105-3","vivaan.khanna.105@gmail.com","2026-04-17","1515","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0106-1","aarav.khanna.106@gmail.com","2026-04-26","3240","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0106-2","aarav.khanna.106@gmail.com","2026-04-01","6034","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0106-3","aarav.khanna.106@gmail.com","2026-03-10","6337","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0106-4","aarav.khanna.106@gmail.com","2026-02-24","3947","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0106-5","aarav.khanna.106@gmail.com","2026-02-04","3048","INR","Athleisure","Ribbed Joggers","completed"
"ORD-0107-1","tara.nair.107@gmail.com","2026-03-06","1269","INR","Accessories","Canvas Tote","completed"
"ORD-0107-2","tara.nair.107@gmail.com","2026-02-11","1364","INR","Athleisure","Performance Tee","completed"
"ORD-0107-3","tara.nair.107@gmail.com","2026-01-21","937","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0107-4","tara.nair.107@gmail.com","2026-01-04","1511","INR","Accessories","Minimal Belt","completed"
"ORD-0108-1","vivaan.nair.108@gmail.com","2025-11-26","1369","INR","Accessories","Minimal Belt","completed"
"ORD-0108-2","vivaan.nair.108@gmail.com","2025-11-03","1644","INR","Festive Wear","Silk Dupatta","completed"
"ORD-0109-1","arjun.mehta.109@gmail.com","2026-05-30","2241","INR","Athleisure","Performance Tee","completed"
"ORD-0109-2","arjun.mehta.109@gmail.com","2026-05-03","1725","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0109-3","arjun.mehta.109@gmail.com","2026-04-15","3313","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0109-4","arjun.mehta.109@gmail.com","2026-03-17","1894","INR","Footwear","Block Heel Sandals","completed"
"ORD-0110-1","anaya.saxena.110@gmail.com","2026-04-20","1151","INR","Summer Dresses","Floral Wrap Dress","completed"
"ORD-0110-2","anaya.saxena.110@gmail.com","2026-03-30","1394","INR","Accessories","Minimal Belt","returned"
"ORD-0110-3","anaya.saxena.110@gmail.com","2026-03-16","1456","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0110-4","anaya.saxena.110@gmail.com","2026-02-25","1542","INR","Summer Dresses","Floral Wrap Dress","completed"
"ORD-0111-1","anaya.nair.111@gmail.com","2026-02-28","1114","INR","Footwear","Kolhapuri Flats","completed"
"ORD-0112-1","ishaan.bose.112@gmail.com","2025-12-04","3344","INR","Footwear","Block Heel Sandals","completed"
"ORD-0112-2","ishaan.bose.112@gmail.com","2025-11-10","1958","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0112-3","ishaan.bose.112@gmail.com","2025-10-23","3669","INR","Athleisure","Oversized Hoodie","completed"
"ORD-0113-1","vivaan.iyer.113@gmail.com","2026-05-29","6688","INR","Summer Dresses","Cotton Sundress","completed"
"ORD-0113-2","vivaan.iyer.113@gmail.com","2026-05-06","5617","INR","Footwear","White Sneakers","completed"
"ORD-0113-3","vivaan.iyer.113@gmail.com","2026-04-15","3687","INR","Footwear","Kolhapuri Flats","completed"
"ORD-0113-4","vivaan.iyer.113@gmail.com","2026-03-24","5003","INR","Footwear","White Sneakers","completed"
"ORD-0113-5","vivaan.iyer.113@gmail.com","2026-03-03","5172","INR","Footwear","White Sneakers","completed"
"ORD-0113-6","vivaan.iyer.113@gmail.com","2026-02-04","5760","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0114-1","dev.iyer.114@gmail.com","2026-04-20","996","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0115-1","aarav.rao.115@gmail.com","2026-03-04","2695","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0115-2","aarav.rao.115@gmail.com","2026-02-08","3376","INR","Accessories","Minimal Belt","completed"
"ORD-0115-3","aarav.rao.115@gmail.com","2026-01-17","2894","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0116-1","nisha.menon.116@gmail.com","2025-12-02","1158","INR","Festive Wear","Silk Dupatta","completed"
"ORD-0117-1","riya.saxena.117@gmail.com","2026-05-27","1819","INR","Footwear","Block Heel Sandals","completed"
"ORD-0117-2","riya.saxena.117@gmail.com","2026-05-07","895","INR","Footwear","White Sneakers","completed"
"ORD-0117-3","riya.saxena.117@gmail.com","2026-04-14","1265","INR","Footwear","Kolhapuri Flats","completed"
"ORD-0117-4","riya.saxena.117@gmail.com","2026-03-20","1830","INR","Summer Dresses","Cotton Sundress","completed"
"ORD-0118-1","riya.menon.118@gmail.com","2026-04-20","3513","INR","Denim","Straight Fit Jeans","completed"
"ORD-0119-1","nisha.khanna.119@gmail.com","2026-03-09","1051","INR","Festive Wear","Silk Dupatta","completed"
"ORD-0120-1","vivaan.mehta.120@gmail.com","2025-12-01","4285","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0120-2","vivaan.mehta.120@gmail.com","2025-11-03","4052","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0120-3","vivaan.mehta.120@gmail.com","2025-10-19","3677","INR","Athleisure","Performance Tee","completed"
"ORD-0120-4","vivaan.mehta.120@gmail.com","2025-09-28","3077","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0120-5","vivaan.mehta.120@gmail.com","2025-09-07","6604","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0120-6","vivaan.mehta.120@gmail.com","2025-08-18","5459","INR","Summer Dresses","Floral Wrap Dress","completed"
"ORD-0120-7","vivaan.mehta.120@gmail.com","2025-07-24","3549","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0121-1","avni.kapoor.121@gmail.com","2026-04-18","2136","INR","Summer Dresses","Cotton Sundress","completed"
"ORD-0121-2","avni.kapoor.121@gmail.com","2026-04-09","2400","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0121-3","avni.kapoor.121@gmail.com","2026-03-31","2664","INR","Footwear","White Sneakers","completed"
"ORD-0122-1","reyansh.iyer.122@gmail.com","2026-04-17","1157","INR","Denim","High-Rise Jeans","completed"
"ORD-0122-2","reyansh.iyer.122@gmail.com","2026-04-08","1300","INR","Footwear","White Sneakers","completed"
"ORD-0123-1","kiara.mehta.123@gmail.com","2026-04-16","4094","INR","Accessories","Minimal Belt","completed"
"ORD-0123-2","kiara.mehta.123@gmail.com","2026-04-07","4600","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0123-3","kiara.mehta.123@gmail.com","2026-03-29","5106","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0123-4","kiara.mehta.123@gmail.com","2026-03-20","5612","INR","Denim","Denim Jacket","completed"
"ORD-0124-1","aditya.rao.124@gmail.com","2026-04-15","2136","INR","Athleisure","Performance Tee","completed"
"ORD-0124-2","aditya.rao.124@gmail.com","2026-04-06","2400","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0124-3","aditya.rao.124@gmail.com","2026-03-28","2664","INR","Denim","Denim Jacket","completed"
"ORD-0125-1","sara.nair.125@gmail.com","2026-04-14","4094","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0125-2","sara.nair.125@gmail.com","2026-04-05","4600","INR","Denim","Denim Jacket","completed"
"ORD-0125-3","sara.nair.125@gmail.com","2026-03-27","5106","INR","Athleisure","Performance Tee","completed"
"ORD-0125-4","sara.nair.125@gmail.com","2026-03-18","5612","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0126-1","vihaan.bose.126@gmail.com","2026-04-13","1157","INR","Footwear","White Sneakers","completed"
"ORD-0126-2","vihaan.bose.126@gmail.com","2026-04-04","1300","INR","Athleisure","Performance Tee","completed"
"ORD-0127-1","myra.khanna.127@gmail.com","2026-04-12","2136","INR","Summer Dresses","Cotton Sundress","completed"
"ORD-0127-2","myra.khanna.127@gmail.com","2026-04-03","2400","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0127-3","myra.khanna.127@gmail.com","2026-03-25","2664","INR","Footwear","White Sneakers","completed"
"ORD-0128-1","neil.menon.128@gmail.com","2026-04-11","1157","INR","Denim","High-Rise Jeans","completed"
"ORD-0128-2","neil.menon.128@gmail.com","2026-04-02","1300","INR","Footwear","White Sneakers","completed"
"ORD-0129-1","anika.saxena.129@gmail.com","2026-04-10","2136","INR","Accessories","Minimal Belt","completed"
"ORD-0129-2","anika.saxena.129@gmail.com","2026-04-01","2400","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0129-3","anika.saxena.129@gmail.com","2026-03-23","2664","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0130-1","yuvraj.sharma.130@gmail.com","2026-04-09","4094","INR","Athleisure","Performance Tee","completed"
"ORD-0130-2","yuvraj.sharma.130@gmail.com","2026-03-31","4600","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0130-3","yuvraj.sharma.130@gmail.com","2026-03-22","5106","INR","Denim","Denim Jacket","completed"
"ORD-0130-4","yuvraj.sharma.130@gmail.com","2026-03-13","5612","INR","Athleisure","Performance Tee","completed"
"ORD-0131-1","ira.kapoor.131@gmail.com","2026-04-08","2136","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0131-2","ira.kapoor.131@gmail.com","2026-03-30","2400","INR","Denim","Denim Jacket","completed"
"ORD-0131-3","ira.kapoor.131@gmail.com","2026-03-21","2664","INR","Athleisure","Performance Tee","completed"
"ORD-0132-1","arnav.iyer.132@gmail.com","2026-04-07","1157","INR","Footwear","White Sneakers","completed"
"ORD-0132-2","arnav.iyer.132@gmail.com","2026-03-29","1300","INR","Athleisure","Performance Tee","completed"
"ORD-0133-1","tanya.mehta.133@gmail.com","2026-04-06","4094","INR","Summer Dresses","Cotton Sundress","completed"
"ORD-0133-2","tanya.mehta.133@gmail.com","2026-03-28","4600","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0133-3","tanya.mehta.133@gmail.com","2026-03-19","5106","INR","Footwear","White Sneakers","completed"
"ORD-0133-4","tanya.mehta.133@gmail.com","2026-03-10","5612","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0134-1","rudra.rao.134@gmail.com","2026-04-05","2136","INR","Denim","High-Rise Jeans","completed"
"ORD-0134-2","rudra.rao.134@gmail.com","2026-03-27","2400","INR","Footwear","White Sneakers","completed"
"ORD-0134-3","rudra.rao.134@gmail.com","2026-03-18","2664","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0135-1","navya.nair.135@gmail.com","2026-04-04","1157","INR","Accessories","Minimal Belt","completed"
"ORD-0135-2","navya.nair.135@gmail.com","2026-03-26","1300","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0136-1","kabir.bose.136@gmail.com","2026-04-03","2136","INR","Athleisure","Performance Tee","completed"
"ORD-0136-2","kabir.bose.136@gmail.com","2026-03-25","2400","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0136-3","kabir.bose.136@gmail.com","2026-03-16","2664","INR","Denim","Denim Jacket","completed"
"ORD-0137-1","pihu.khanna.137@gmail.com","2026-04-02","4094","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0137-2","pihu.khanna.137@gmail.com","2026-03-24","4600","INR","Denim","Denim Jacket","completed"
"ORD-0137-3","pihu.khanna.137@gmail.com","2026-03-15","5106","INR","Athleisure","Performance Tee","completed"
"ORD-0137-4","pihu.khanna.137@gmail.com","2026-03-06","5612","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0138-1","ahaan.menon.138@gmail.com","2026-04-01","1157","INR","Footwear","White Sneakers","completed"
"ORD-0138-2","ahaan.menon.138@gmail.com","2026-03-23","1300","INR","Athleisure","Performance Tee","completed"
"ORD-0139-1","saanvi.saxena.139@gmail.com","2026-03-31","2136","INR","Summer Dresses","Cotton Sundress","completed"
"ORD-0139-2","saanvi.saxena.139@gmail.com","2026-03-22","2400","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0139-3","saanvi.saxena.139@gmail.com","2026-03-13","2664","INR","Footwear","White Sneakers","completed"
"ORD-0140-1","dhruv.sharma.140@gmail.com","2026-03-30","4094","INR","Denim","High-Rise Jeans","completed"
"ORD-0140-2","dhruv.sharma.140@gmail.com","2026-03-21","4600","INR","Footwear","White Sneakers","completed"
"ORD-0140-3","dhruv.sharma.140@gmail.com","2026-03-12","5106","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0140-4","dhruv.sharma.140@gmail.com","2026-03-03","5612","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0141-1","misha.kapoor.141@gmail.com","2026-03-29","2136","INR","Accessories","Minimal Belt","completed"
"ORD-0141-2","misha.kapoor.141@gmail.com","2026-03-20","2400","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0141-3","misha.kapoor.141@gmail.com","2026-03-11","2664","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0142-1","shaurya.iyer.142@gmail.com","2026-03-28","1157","INR","Athleisure","Performance Tee","completed"
"ORD-0142-2","shaurya.iyer.142@gmail.com","2026-03-19","1300","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0143-1","prisha.mehta.143@gmail.com","2026-03-27","4094","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0143-2","prisha.mehta.143@gmail.com","2026-03-18","4600","INR","Denim","Denim Jacket","completed"
"ORD-0143-3","prisha.mehta.143@gmail.com","2026-03-09","5106","INR","Athleisure","Performance Tee","completed"
"ORD-0143-4","prisha.mehta.143@gmail.com","2026-02-28","5612","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0144-1","viraj.rao.144@gmail.com","2026-03-26","2136","INR","Footwear","White Sneakers","completed"
"ORD-0144-2","viraj.rao.144@gmail.com","2026-03-17","2400","INR","Athleisure","Performance Tee","completed"
"ORD-0144-3","viraj.rao.144@gmail.com","2026-03-08","2664","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0145-1","aarohi.nair.145@gmail.com","2026-03-25","1157","INR","Summer Dresses","Cotton Sundress","completed"
"ORD-0145-2","aarohi.nair.145@gmail.com","2026-03-16","1300","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0146-1","om.bose.146@gmail.com","2026-03-24","2136","INR","Denim","High-Rise Jeans","completed"
"ORD-0146-2","om.bose.146@gmail.com","2026-03-15","2400","INR","Footwear","White Sneakers","completed"
"ORD-0146-3","om.bose.146@gmail.com","2026-03-06","2664","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0147-1","siya.khanna.147@gmail.com","2026-03-23","4094","INR","Accessories","Minimal Belt","completed"
"ORD-0147-2","siya.khanna.147@gmail.com","2026-03-14","4600","INR","Accessories","Gold Hoop Earrings","completed"
"ORD-0147-3","siya.khanna.147@gmail.com","2026-03-05","5106","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0147-4","siya.khanna.147@gmail.com","2026-05-25","5612","INR","Denim","Denim Jacket","completed"
"ORD-0148-1","riaan.menon.148@gmail.com","2026-03-22","1157","INR","Athleisure","Performance Tee","completed"
"ORD-0148-2","riaan.menon.148@gmail.com","2026-03-13","1300","INR","Summer Dresses","Linen Midi Dress","completed"
"ORD-0149-1","amaira.saxena.149@gmail.com","2026-03-21","2136","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0149-2","amaira.saxena.149@gmail.com","2026-03-12","2400","INR","Denim","Denim Jacket","completed"
"ORD-0149-3","amaira.saxena.149@gmail.com","2026-03-03","2664","INR","Athleisure","Performance Tee","completed"
"ORD-0150-1","laksh.sharma.150@gmail.com","2026-03-20","4094","INR","Footwear","White Sneakers","completed"
"ORD-0150-2","laksh.sharma.150@gmail.com","2026-03-11","4600","INR","Athleisure","Performance Tee","completed"
"ORD-0150-3","laksh.sharma.150@gmail.com","2026-03-02","5106","INR","Festive Wear","Embroidered Kurta","completed"
"ORD-0150-4","laksh.sharma.150@gmail.com","2026-05-22","5612","INR","Footwear","White Sneakers","completed"
